url,title,abstract_text
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0078245,Gene Expression of Desaturase (FADS1 and FADS2) and Elongase (ELOVL5) Enzymes in Peripheral Blood: Association with Polyunsaturated Fatty Acid Levels and Atopic Eczema in 4-Year-Old Children," It is unknown if changes in the gene expression of the desaturase and elongase enzymes are associated with abnormal n-6 long chain polyunsaturated fatty acid (LC-PUFA) levels in children with atopic eczema (AE). We analyzed whether mRNA-expression of genes encoding key enzymes of LC-PUFA synthesis (FADS1, FADS2 and ELOVL5) is associated with circulating LC-PUFA levels and risk of AE in 4-year-old children. Methods AE (n 20) and non-AE (n 104) children participating in the Sabadell cohort within the INfancia Medio Ambiente (INMA) Project were included in the present study. RT-PCR with TaqMan Low-Density Array cards was used to measure the mRNA-expression of FADS1, FADS2 and ELOVL5. LC-PUFA levels were measured by fast gas chromatography in plasma phospholipids. The relationship of gene expression with LC-PUFA levels and enzyme activities was evaluated by Pearson rank correlation coefficient, and logistic regression models were used to study its association with risk of developing AE. Children with AE had lower levels of several n-6 PUFA members, dihomo-γ-linolenic (DGLA) and arachidonic (AA) acids. mRNA-expression levels of FADS1 and 2 strongly correlated with DGLA levels and with D6D activity. FADS2 and ELOVL5 mRNA-expression levels were significantly lower in AE than in non-AE children (-40.30 and -20.36 respectively), but no differences were found for FADS1. and Significance Changes in the mRNA-expression levels of FADS1 and 2 directly affect blood DGLA levels and D6D activity. This study suggests that lower mRNA-expressions of FADS2 and ELOVL5 are associated with higher risk of atopic eczema in young children."
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0081744,Bone Marrow-Derived Microglia Infiltrate into the Paraventricular Nucleus of Chronic Psychological Stress-Loaded Mice," Microglia of the central nervous system act as sentinels and rapidly react to infection or inflammation. The pathophysiological role of bone marrow-derived microglia is of particular interest because they affect neurodegenerative disorders and neuropathic pain. The hypothesis of the current study is that chronic psychological stress (chronic PS) induces the infiltration of bone marrow-derived microglia into hypothalamus by means of chemokine axes in brain and bone marrow. Here we show that bone marrow-derived microglia specifically infiltrate the paraventricular nucleus (PVN) of mice that received chronic PS. Bone marrow derived-microglia are CX3CR1lowCCR2 CXCR4high, as distinct from CX3CR1highCCR2-CXCR4low resident microglia, and express higher levels of interleukin-1β (IL-1β) but lower levels of tumor necrosis factor-α (TNF-α). Chronic PS stimulates the expression of monocyte chemotactic protein-1 (MCP-1) in PVN neurons, reduces stromal cell-derived factor-1 (SDF-1) in the bone marrow and increases the frequency of CXCR4 monocytes in peripheral circulation. And then a chemokine (C-C motif) receptor 2 (CCR2) or a β3-adrenoceptor blockade prevents infiltration of bone marrow-derived microglia in the PVN. Chronic PS induces the infiltration of bone marrow-derived microglia into PVN, and it is conceivable that the MCP-1 CCR2 axis in PVN and the SDF-1 CXCR4 axis in bone marrow are involved in this mechanism."
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0071760,Internet-Based Attention Bias Modification for Social Anxiety: A Randomised Controlled Comparison of Training towards Negative and Training Towards Positive Cues," Biases in attention processes are thought to play a crucial role in the aetiology and maintenance of Social Anxiety Disorder (SAD). The goal of the present study was to examine the efficacy of a programme intended to train attention towards positive cues and a programme intended to train attention towards negative cues. In a randomised, controlled, double-blind design, the impact of these two training conditions on both selective attention and social anxiety were compared to that of a control training condition. A modified dot probe task was used, and delivered via the internet. A total of 129 individuals, diagnosed with SAD, were randomly assigned to one of these three conditions and took part in a 14-day programme with daily training control sessions. Participants in all three groups did not on average display an attentional bias prior to the training. Critically, results on change in attention bias implied that significantly differential change in selective attention to threat was not detected in the three conditions. However, symptoms of social anxiety reduced significantly from pre- to follow-up-assessment in all three conditions (dwithin 0.63 1.24), with the procedure intended to train attention towards threat cues producing, relative to the control condition, a significantly greater reduction of social fears. There were no significant differences in social anxiety outcome between the training condition intended to induce attentional bias towards positive cues and the control condition. To our knowledge, this is the first RCT where a condition intended to induce attention bias to negative cues yielded greater emotional benefits than a control condition. Intriguingly, changes in symptoms are unlikely to be by the mechanism of change in attention processes since there was no change detected in bias per se. Implications of this finding for future research on attention bias modification in social anxiety are discussed. Trial Registration ClinicalTrials.gov NCT01463137"
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0065378,Effectiveness of Home-Based Cupping Massage Compared to Progressive Muscle Relaxation in Patients with Chronic Neck Pain—A Randomized Controlled Trial," Chronic neck pain is a major public health problem with very few evidence-based complementary treatment options. This study aimed to test the efficacy of 12 weeks of a partner-delivered home-based cupping massage, compared to the same period of progressive muscle relaxation in patients with chronic non-specific neck pain. Patients were randomly assigned to self-directed cupping massage or progressive muscle relaxation. They were trained and asked to undertake the assigned treatment twice weekly for 12 weeks. Primary outcome measure was the current neck pain intensity (0 100 mm visual analog scale VAS) after 12 weeks. Secondary outcome measures included pain on motion, affective pain perception, functional disability, psychological distress, wellbeing, health-related quality of life, pressure pain thresholds and adverse events. Sixty one patients (54.1 12.7 years 73.8 female) were randomized to cupping massage (n 30) or progressive muscle relaxation (n 31). After treatment, both groups showed significantly less pain compared to baseline however without significant group differences. Significant effects in favor of cupping massage were only found for wellbeing and pressure pain thresholds. In conclusion, cupping massage is no more effective than progressive muscle relaxation in reducing chronic non-specific neck pain. Both therapies can be easily used at home and can reduce pain to a minimal clinically relevant extent. Cupping massage may however be better than PMR in improving well-being and decreasing pressure pain sensitivity but more studies with larger samples and longer follow-up periods are needed to confirm these results. Trial Registration ClinicalTrials.gov NCT01500330"
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0079419,A Brain-Computer Interface Based Cognitive Training System for Healthy Elderly: A Randomized Control Pilot Study for Usability and Preliminary Efficacy," Cognitive decline in aging is a pressing issue associated with significant healthcare costs and deterioration in quality of life. Previously, we reported the successful use of a novel brain-computer interface (BCI) training system in improving symptoms of attention deficit hyperactivity disorder. Here, we examine the feasibility of the BCI system with a new game that incorporates memory training in improving memory and attention in a pilot sample of healthy elderly. This study investigates the safety, usability and acceptability of our BCI system to elderly, and obtains an efficacy estimate to warrant a phase III trial. Thirty-one healthy elderly were randomized into intervention (n 15) and waitlist control arms (n 16). Intervention consisted of an 8-week training comprising 24 half-hour sessions. A usability and acceptability questionnaire was administered at the end of training. Safety was investigated by querying users about adverse events after every session. Efficacy of the system was measured by the change of total score from the Repeatable Battery for the Assessment of Neuropsychological Status (RBANS) before and after training. Feedback on the usability and acceptability questionnaire was positive. No adverse events were reported for all participants across all sessions. Though the median difference in the RBANS change scores between arms was not statistically significant, an effect size of 0.6SD was obtained, which reflects potential clinical utility according to Simon randomized phase II trial design. Pooled data from both arms also showed that the median change in total scores pre and post-training was statistically significant (Mdn 4.0 0.001). Specifically, there were significant improvements in immediate memory (p 0.038), visuospatial constructional (p 0.014), attention (p 0.039), and delayed memory (p 0.001) scores. Our BCI-based system shows promise in improving memory and attention in healthy elderly, and appears to be safe, user-friendly and acceptable to senior users. Given the efficacy signal, a phase III trial is warranted. Trial Registration ClinicalTrials.gov NCT01661894"
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0063198,Multivoxel Pattern Analysis Reveals Auditory Motion Information in MT+ of Both Congenitally Blind and Sighted Individuals," Cross-modal plasticity refers to the recruitment of cortical regions involved in the processing of one modality (e.g. vision) for processing other modalities (e.g. audition). The principles determining how and where cross-modal plasticity occurs remain poorly understood. Here, we investigate these principles by testing responses to auditory motion in visual motion area MT of congenitally blind and sighted individuals. Replicating previous reports, we find that MT as a whole shows a strong and selective responses to auditory motion in congenitally blind but not sighted individuals, suggesting that the emergence of this univariate response depends on experience. Importantly, however, multivoxel pattern analyses showed that MT contained information about different auditory motion conditions in both blind and sighted individuals. These results were specific to MT and not found in early visual cortex. Basic sensitivity to auditory motion in MT is thus experience-independent, which may be a basis for the region strong cross-modal recruitment in congenital blindness."
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0082892,A Circle-Monitor for Computerised Assessment of Visual Neglect in Peripersonal Space," Current assessment of visual neglect involves paper-and-pencil tests or computer-based tasks. Both have been criticised because of their lack of ecological validity as target stimuli can only be presented in a restricted visual range. This study examined the user-friendliness and diagnostic strength of a new Circle-Monitor (CM), which enlarges the range of the peripersonal space, in comparison to a standard paper-and-pencil test (Neglect-Test, NET). Methods Ten stroke patients with neglect and ten age-matched healthy controls were examined by the NET and the CM test comprising of four subtests (Star Cancellation, Line Bisection, Dice Task, and Puzzle Test). The acceptance of the CM in elderly controls and neglect patients was high. Participants rated the examination by CM as clear, safe and more enjoyable than NET. Healthy controls performed at ceiling on all subtests, without any systematic differences between the visual fields. Both NET and CM revealed significant differences between controls and patients in Line Bisection, Star Cancellation and visuo-constructive tasks (NET Figure Copying, CM Puzzle Test). Discriminant analyses revealed cross-validated assignment of patients and controls to groups was more precise when based on the CM (hit rate 90 ) as compared to the NET (hit rate 70 ). The CM proved to be a sensitive novel tool to diagnose visual neglect symptoms quickly and accurately with superior diagnostic validity compared to a standard neglect test while being well accepted by patients. Due to its upgradable functions the system may also be a valuable tool not only to test for non-visual neglect symptoms, but also to provide treatment and assess its outcome."
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0062313,"Differential Expression of CRH, UCN, CRHR1 and CRHR2 in Eutopic and Ectopic Endometrium of Women with Endometriosis"," Endometriosis is considered as a benign aseptic inflammatory disease, characterised by the presence of ectopic endometrium-like tissue. Its symptoms (mostly pain and infertility) are reported as constant stressors. Corticotropin releasing hormone (CRH) and urocortin (UCN) are neuropeptides, strongly related to stress and inflammation. The effects of CRH and UCN are mediated through CRHR1 and CRHR2 receptors which are implicated in several reproductive functions acting as inflammatory components. However, the involvement of these molecules to endometriosis remains unknown. The aim of this study was to examine the expression of CRHR1 and CRHR2 in endometriotic sites and to compare the expression of CRHR1 and CRHR2 in eutopic endometrium of endometriotic women to that of healthy women. We further compared the expression of CRH, UCN, CRHR1 and CRHR2 in ectopic endometrium to that in eutopic endometrium of women with endometriosis. Endometrial biopsy specimens were taken from healthy women (10 patients) and endometrial and endometriotic biopsy specimens were taken from women with endometriosis (16 patients). Τhe expression of CRH, UCN, CRHR1, and CRHR2 was tested via RT-PCR, immunohistochemistry and Western blotting. This study shows for the first time that CRH and UCN receptor subtypes CRHR1β and CRHR2α are expressed in endometriotic sites and that they are more strongly expressed (p 0.01) in eutopic endometrium of women with endometriosis compared to healthy women endometrium at the mRNA and protein level. CRH, UCN, CRHR1 and CRHR2 mRNA were also more highly expressed in ectopic rather than eutopic endometrium (CRH, UCN, CRHR2α 0.01, CRHR1β 0.05) and protein (CRH and UCN 0.05, CRHR1 and CRHR2 0.01) in women with endometriosis. These data indicate that CRH and UCN might play an immunoregulatory role in endometriotic sites by affecting reproductive functions such as decidualization and implantation of women with endometriosis."
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0098340,The Contribution of Social Networks to the Health and Self-Management of Patients with Long-Term Conditions: A Longitudinal Study," Evidence for the effectiveness of patient education programmes in changing individual self-management behaviour is equivocal. More distal elements of personal social relationships and the availability of social capital at the community level may be key to the mobilisation of resources needed for long-term condition self-management to be effective. Aim To determine how the social networks of people with long-term conditions (diabetes and heart disease) are associated with health-related outcomes and changes in outcomes over time. Methods Patients with chronic heart disease (CHD) or diabetes (n 300) randomly selected from the disease registers of 19 GP practices in the North West of England. Data on personal social networks collected using a postal questionnaire, alongside face-to-face interviewing. Follow-up at 12 months via postal questionnaire using a self-report grid for network members identified at baseline. Analysis Multiple regression analysis of relationships between health status, self-management and health-economics outcomes, and characteristics of patients social networks. Findings indicated that (1) social involvement with a wider variety of people and groups supports personal self-management and physical and mental well-being (2) support work undertaken by personal networks expands in accordance with health needs helping people to cope with their condition (3) network support substitutes for formal care and can produce substantial saving in traditional health service utilisation costs. Health service costs were significantly (p 0.01) reduced for patients receiving greater levels of illness work through their networks. Support for self-management which achieves desirable policy outcomes should be construed less as an individualised set of actions and behaviour and more as a social network phenomenon. This study shows the need for a greater focus on harnessing and sustaining the capacity of networks and the importance of social involvement with community groups and resources for producing a more desirable and cost-effective way of supporting long term illness management."
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0005865,Human Fear Conditioning and Extinction in Neuroimaging: A Systematic Review," Fear conditioning and extinction are basic forms of associative learning that have gained considerable clinical relevance in enhancing our understanding of anxiety disorders and facilitating their treatment. Modern neuroimaging techniques have significantly aided the identification of anatomical structures and networks involved in fear conditioning. On closer inspection, there is considerable variation in methodology and results between studies. This systematic review provides an overview of the current neuroimaging literature on fear conditioning and extinction on healthy subjects, taking into account methodological issues such as the conditioning paradigm. A Pubmed search, as of December 2008, was performed and supplemented by manual searches of bibliographies of key articles. Two independent reviewers made the final study selection and data extraction. A total of 46 studies on cued fear conditioning and or extinction on healthy volunteers using positron emission tomography or functional magnetic resonance imaging were reviewed. The influence of specific experimental factors, such as contingency and timing parameters, assessment of conditioned responses, and characteristics of conditioned and unconditioned stimuli, on cerebral activation patterns was examined. were summarized descriptively. A network consisting of fear-related brain areas, such as amygdala, insula, and anterior cingulate cortex, is activated independently of design parameters. However, some neuroimaging studies do not report these findings in the presence of methodological heterogeneities. Furthermore, other brain areas are differentially activated, depending on specific design parameters. These include stronger hippocampal activation in trace conditioning and tactile stimulation. Furthermore, tactile unconditioned stimuli enhance activation of pain related, motor, and somatosensory areas. Differences concerning experimental factors may partly explain the variance between neuroimaging investigations on human fear conditioning and extinction and should, therefore, be taken into serious consideration in the planning and the interpretation of research projects."
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0062708,On the Origins of Signal Variance in FMRI of the Human Midbrain at High Field," Functional Magnetic Resonance Imaging (fMRI) in the midbrain at 7 Tesla suffers from unexpectedly low temporal signal to noise ratio (TSNR) compared to other brain regions. Various methodologies were used in this study to quantitatively identify causes of the noise and signal differences in midbrain fMRI data. The influence of physiological noise sources was examined using RETROICOR, phase regression analysis, and power spectral analyses of contributions in the respiratory and cardiac frequency ranges. The impact of between-shot phase shifts in 3-D multi-shot sequences was tested using a one-dimensional (1-D) phase navigator approach. Additionally, the effects of shared noise influences between regions that were temporally, but not functionally, correlated with the midbrain (adjacent white matter and anterior cerebellum) were investigated via analyses with regressors of no interest . These attempts to reduce noise did not improve the overall TSNR in the midbrain. In addition, the steady state signal and noise were measured in the midbrain and the visual cortex for resting state data. We observed comparable steady state signals from both the midbrain and the cortex. However, the noise was 2 3 times higher in the midbrain relative to the cortex, confirming that the low TSNR in the midbrain was not due to low signal but rather a result of large signal variance. These temporal variations did not behave as known physiological or other noise sources, and were not mitigated by conventional strategies. Upon further investigation, resting state functional connectivity analysis in the midbrain showed strong intrinsic fluctuations between homologous midbrain regions. These data suggest that the low TSNR in the midbrain may originate from larger signal fluctuations arising from functional connectivity compared to cortex, rather than simply reflecting physiological noise."
