docId,sentenceId,sentence,binary,passive_match(es),raw_passive_count,cola_passive_binary
331,1,"because she's so pleasant, as for mary i really like her.",0,,0,0
332,1,"though he may hate those that criticize carter, it doesn't matter.",0,,0,0
333,1,with no job would john be happy.,0,,0,0
334,1,i have much of the manuscript left to type.,0,,0,0
335,1,he's a more reliable man.,0,,0,0
336,1,any trouble is what i don't want.,0,,0,0
337,1,they may grow as high as bamboo.,0,,0,0
338,1,some of them made as many errors as 20.,0,,0,0
339,1,sally kissed himself.,0,,0,0
340,1,drew believes i think rosie loves magazine ads.,0,,0,0
341,1,"dave, dan, erin, jaime, and alina left.",0,,0,0
342,1,"hopefully, we'll make it through the winter without snow.",0,,0,0
343,1,blue leather shows herself that betsy is pretty.,0,,0,0
344,1,gwen hit the baseball.,0,,0,0
345,1,i hit that you knew the answer.,0,,0,0
346,1,i've lost my wallet or i've lost my mind.,0,,0,0
347,1,it was a brand new car that he bought.,0,,0,0
348,1,he likes cookies and he hates crumb cake.,0,,0,0
349,1,they chased the man with the car.,0,,0,0
350,1,i didn't have a red cent.,0,,0,0
351,1,the book of poems and from blackwell takes a very long time to read.,0,,0,0
352,1,the one with a red cover takes a very long time to read.,0,,0,0
353,1,john has a fear of dogs.,0,,0,0
354,1,the building's the roof is leaking.,0,,0,0
355,1,the panther's the coat is dark black.,0,,0,0
356,1,colin asked if they could get a mortgage.,0,,0,0
357,1,the man i saw get into the cab robbed the bank.,0,,0,0
358,1,i know you eat asparagus.,0,,0,0
359,1,john's drum will always bother me.,0,,0,0
360,1,an evil thought struck dave.,0,,0,0
361,1,in the classroom john put the book on the table.,0,,0,0
362,1,phillip gave the medal to the soldier.,0,,0,0
363,1,heidi thinks that andy to eat salmon flavored candy bars.,0,,0,0
364,1,heidi thinks that andy should eat salmon flavored candy bars.,0,,0,0
365,1,he danced.,0,,0,0
366,1,did calvin his homework?,0,,0,0
367,1,sylvia was slapping jeff upside the head in martial arts class.,0,,0,0
368,1,"if i am a rich man, i'd buy a diamond ring.",0,,0,0
369,1,"if he were a rich man, he'd buy a diamond ring.",0,,0,0
370,1,john is likely to leave.,0,,0,0
371,1,the manager laughed.,0,,0,0
372,1,was sunk.,1,['was sunk'],1,0
373,1,who did you think kissed the gorilla?,0,,0,0
374,1,have you seen my model airplane collection?,0,,0,0
375,1,it seems that lucy was mugged.,1,['was mugged'],1,1
376,1,i ate a salad that was filled with lima beans.,0,,0,1
377,1,there were four men arriving at the station when i pulled up.,0,,0,0
378,1,jean is reluctant to dance.,0,,0,0
379,1,i want her to dance.,0,,0,0
380,1,jean persuaded robert.,0,,0,0
381,1,jean wants bill to do the macarena.,0,,0,0
382,1,the children admire their mother.,0,,0,0
383,1,who has peter talked with?,0,,0,0
384,1,heidi likes her violin.,0,,0,0
385,1,john thinks that mary loves himself.,0,,0,0
386,1,which pictures of himself does john like?,0,,0,0
387,1,any owl hunts mice.,0,,0,0
388,1,any man didn't eat dinner.,0,,0,0
389,1,a pilot could be flying this plane.,0,,0,0
390,1,"everybody who attended last week's huge rally, whoever they were, signed the petition.",0,,0,0
391,1,anybody who attended last week's huge rally signed the petition.,0,,0,0
392,1,"any tiger has orange fur, marked with black stripes.",0,,0,0
393,1,"any albino tiger has orange fur, marked with black stripes.",0,,0,0
394,1,you must pick any flower you see.,0,,0,0
395,1,any pilot on duty today could be flying this plane.,0,,0,0
396,1,"you may pick every flower, but leave a few for mary.",0,,0,0
397,1,the dodgers beat the red sox and were beaten by the giants.,1,['were beaten'],1,0
398,1,in which car was the man seen?,1,['man seen'],1,0
399,1,the man who mary loves and sally hates computed my tax.,0,,0,0
400,1,the kennel which mary made and fido sleeps has been stolen.,1,['has been stolen'],1,0
401,1,tom said he would and bill actually did eat a raw eggplant.,0,,0,0
402,1,the wealthy young man bought that piano for his secret fiancã,0,,0,0
402,2,©e.,0,,0,0
403,1,the dog stole the turkey.,0,,0,0
404,1,a tall building.,0,,0,0
405,1,this building is tall.,0,,0,0
406,1,i like the book which you gave me.,0,,0,0
407,1,captain wentworth wrote a letter to anne elliott.,0,,0,0
408,1,she asked was alison coming to the party.,0,,0,0
409,1,they realised that never had sir thomas been so offended.,0,,0,0
410,1,fanny regretted having to talk to aunt norris.,0,,0,0
411,1,"knowing the country well, he took a short cut.",0,,0,0
412,1,he left the train with somebody else's wallet in his pocket.,0,,0,0
413,1,magnus went to ireland.,0,,0,0
414,1,who did john send the book?,0,,0,0
415,1,the idea dismayed the prime minister that the dome was dull.,0,,0,0
416,1,came right in he did without so much as a knock.,0,,0,0
417,1,harriet admired mr knightley.,0,,0,0
418,1,the book is boring.,0,,0,0
419,1,ethel wishes to ask you some awkward questions.,0,,0,0
420,1,emma made harriet some food.,0,,0,0
421,1,the window was broken with a hammer.,1,['was broken'],1,1
422,1,the fugitive lay motionless in order to avoid discovery.,0,,0,0
423,1,the guard marched the prisoners round the yard.,0,,0,0
424,1,frank churchill crossed the street.,0,,0,0
425,1,emma and harriet were attacked yesterday.,1,['were attacked'],1,0
426,1,fiona might be here by 5 o'clock.,0,,0,0
427,1,i am both expecting to get the job and of the opinion that it is a desirable one.,0,,0,0
428,1,pat was awarded the golden fleece award and very upset about it.,1,['was awarded'],1,1
429,1,kim alienated cats and beating his dog.,0,,0,0
430,1,they knew that pictures of each other would be on sale.,0,,0,0
431,1,which article did terry file papers without reading?,0,,0,0
432,1,i want to try and buy some whiskey.,0,,0,0
433,1,she goes and buying some whiskey.,0,,0,0
434,1,kim and terry is happy.,0,,0,0
435,1,kim gave a dollar to bobbie and a dime to jean.,0,,0,0
436,1,this girl in the red coat will put a picture of bill in the mailbox and on your desk before tomorrow.,0,,0,0
437,1,"put a picture of bill on your desk before tomorrow, this girl in the red coat will put a picture of bill on your desk before tomorrow.",0,,0,0
438,1,"picture of bill, this girl in the red coat will put a picture of bill on your desk before tomorrow.",0,,0,0
439,1,ann bought a first edition of richard iii for $1000.,0,,0,0
440,1,john became deadly afraid of flying.,0,,0,0
441,1,what john promised is to be gentle.,0,,0,0
442,1,henri wants to buy which books about cooking?,0,,0,0
443,1,i will fix the computer for carol.,0,,0,0
444,1,smith loaned a valuable collection of manuscripts to the library.,0,,0,0
445,1,the paper is cut by mary.,1,['is cut'],1,1
446,1,it was from six to nine or it took place from six to nine.,0,,0,0
447,1,"suddenly, there arrived two inspectors from the ins.",0,,0,0
448,1,"the soup cooks, thickens.",0,,0,0
449,1,i gave money to the charity.,0,,0,0
450,1,john asked.,0,,0,0
451,1,i saw even the student.,0,,0,0
452,1,john whispered mary left.,0,,0,0
453,1,mary wonders that bill will come.,0,,0,0
454,1,sophie will theater.,0,,0,0
455,1,john finished the cake and drank the lemonade.,0,,0,0
456,1,herself likes mary's mother.,0,,0,0
457,1,each of the boys fought with some of the other boys.,0,,0,0
458,1,john's mother likes himself.,0,,0,0
459,1,mary revealed himself to john.,0,,0,0
460,1,mary believes that bill saw himself.,0,,0,0
461,1,john heard that they criticized themselves.,0,,0,0
462,1,mary thinks that she is smart.,0,,0,0
463,1,henry found that bill is sad.,0,,0,0
464,1,john considers himself proud of mary.,0,,0,0
465,1,you should sit before there.,0,,0,0
466,1,there is a nurse available.,0,,0,0
467,1,everyone hopes everyone to sleep.,0,,0,0
468,1,everyone hopes that he will sleep.,0,,0,0
469,1,"only churchill remembered churchill giving the blood, sweat and tears speech.",0,,0,0
470,1,john promise mary to shave himself.,0,,0,0
471,1,john convinced bill that mary should sleep.,0,,0,0
472,1,i saw bill while you did so mary.,0,,0,0
473,1,what mary did bill was give a book.,0,,0,0
474,1,the bears sniffed,0,,0,0
475,1,to steal talismans from witches is dangerous,0,,0,0
476,1,anson demonized,0,,0,0
477,1,you kicked yourselves,0,,0,0
478,1,the book that i said that i'd never read.,0,,0,0
479,1,anson demonized up the khyber,0,,0,0
480,1,it is not true that i might be going to the party.,0,,0,0
481,1,kick you!,0,,0,0
482,1,jason persuaded the doctor to treat medea,0,,0,0
483,1,who did you get an accurate description of?,0,,0,0
484,1,the peter we all like was at the party,0,,0,0
485,1,the government's imposition of a fine.,0,,0,0
486,1,did athena help us?,0,,0,0
487,1,you wanted to meet the man i saw.,0,,0,0
488,1,anson demonized david every day,0,,0,0
489,1,there is a programme about euripides on a radio 4 tonight?,0,,0,0
490,1,medea denied poisoning the phoenix.,0,,0,0
491,1,the elixir was hidden in a hole in the ground,1,['was hidden'],1,1
492,1,"extremely frantically, anson danced at trade",0,,0,0
493,1,what did you ask who medea gave?,0,,0,0
494,1,it's anson,0,,0,0
494,2,that i like,0,,0,0
495,1,medea tried the nurse to poison her children.,0,,0,0
496,1,i felt that i know you.,0,,0,0
497,1,will he can do it?,0,,0,0
498,1,i ate that she was happy,0,,0,0
499,1,anson believed himself to be handsome.,0,,0,0
500,1,we arrived about six o'clock,0,,0,0
501,1,gilgamesh is having fought the dragon.,0,,0,0
502,1,anson thought that himself was happy.,0,,0,0
503,1,fortunately hermione passed biology,0,,0,0
504,1,i might be not going to the party but washing my hair,0,,0,0
505,1,i thought he liked myself,0,,0,0
506,1,the butler sent the poison to dinah.,0,,0,0
507,1,jason happens to appear to seem to be sick.,0,,0,0
508,1,what did you ask who saw?,0,,0,0
509,1,we linguists love to argue,0,,0,0
510,1,he can will go,0,,0,0
511,1,how fierce the battle?,0,,0,0
512,1,which king did you ask which city invaded?,0,,0,0
513,1,it is some disgruntled old pigs in those ditches that humans love to eat.,0,,0,0
514,1,that banana is eating the monkey.,0,,0,0
515,1,burn them!,0,,0,0
516,1,it stinks that aphrodite is omnipotent.,0,,0,0
517,1,agamemnon seems to be a maniac,0,,0,0
518,1,will anson come to the party?,0,,0,0
519,1,i wondered who medea had poisoned.,0,,0,0
520,1,i inquired when could we leave.,0,,0,0
521,1,they kicked them,0,,0,0
522,1,the monkey is ate the banana,1,['is ate'],1,1
523,1,i would like to could swim,0,,0,0
524,1,i kicked myself,0,,0,0
525,1,the bookcase ran,0,,0,0
526,1,i shaved myself.,0,,0,0
527,1,anson became a muscle bound.,1,['muscle bound'],1,0
528,1,somebody just left - guess who.,0,,0,0
529,1,"they claimed they had settled on something, but it wasn't clear what they had settled on.",0,,0,0
530,1,"if sam was going, sally would know where.",0,,0,0
531,1,"they're going to serve the guests something, but it's unclear what.",0,,0,0
532,1,she's reading.,0,,0,0
532,2,i can't imagine what.,0,,0,0
533,1,john said joan saw someone from her graduating class.,0,,0,0
534,1,john ate dinner but i don't know who.,0,,0,0
535,1,"she mailed john a letter, but i don't know to whom.",0,,0,0
536,1,i served leek soup to my guests.,0,,0,0
537,1,i served my guests.,0,,0,0
538,1,"she was bathing, but i couldn't make out who.",0,,0,0
539,1,she knew french for tom.,0,,0,0
540,1,john is tall on several occasions.,0,,0,0
